Pokemon,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13,Move14,Move15,Move16,Move17,Move18,Move19,Move20,Move21,Move22,Move23,Move24,Move25,Move26,Move27,Move28,Move29,Move30,Move31,Move32,Move33,Move34,Move35,Move36,Move37,Move38,Move39,Move40,Move41,Move42,Move43,Move44,Move45,Move46,Move47,Move48,Move49,Move50,Move51,Move52,Move53,Move54,Move55,Move56,Move57,Move58,Move59,Move60,Move61,Move62,Move63,Move64,Move65,Move66,Move67,Move68,Move69,Move70,Move71,Move72,Move73,Move74,Move75,Move76,Move77,Move78,Move79,Move80,Move81,Move82,Move83,Move84,Move85,Move86,Move87,Move88,Move89,Move90,Move91,Move92,Move93,Move94,Move95,Move96,Move97,Move98,Move99,Move100,Move101,Move102,Move103,Move104,Move105,Move106,Move107,Move108,Move109,Move110,Move111,Move112,Move113,Move114,Move115,Move116,Move117,Move118,Move119,Move120,Move121,Move122,Move123,Move124,Move125,Move126,Move127,Move128,Move129,Move130,Move131,Move132,Move133,Move134,Move135,Move136,Move137,Move138,Move139,Move140,Move141,Move142,Move143,Move144,Move145,Move146,Move147,Move148,Move149,Move150,Move151,Move152,Move153,Move154,Move155,Move156,Move157,Move158,Move159,Move160,Move161,Move162,Move163,Move164,Move165,Move166,Move167,Move168,Move169,Move170,Move171,Move172,Move173,Move174,Move175,Move176,Move177,Move178,Move179,Move180,Move181,Move182,Move183,Move184,Move185,Move186,Move187,Move188,Move189,Move190,Move191,Move192,Move193,Move194,Move195,Move196,Move197,Move198,Move199,Move200,Move201,Move202,Move203,Move204,Move205,Move206,Move207,Move208,Move209,Move210,Move211,Move212,Move213,Move214,Move215,Move216,Move217,Move218,Move219,Move220,Move221,Move222,Move223,Move224,Move225,Move226,Move227,Move228,Move229,Move230,Move231,Move232,Move233,Move234,Move235,Move236,Move237,Move238,Move239,Move240,Move241,Move242,Move243,Move244,Move245,Move246,Move247,Move248,Move249,Move250,Move251,Move252,Move253,Move254,Move255,Move256,Move257,Move258
Ceruledge,Close Combat,Flame Charge,Facade,Hex,Throat Chop,Psycho Cut,Poltergeist,Bitter Blade,Overheat,Endure,Substitute,Fire Blast,Solar Blade,Disable,Iron Defense,Poison Jab,Quick Guard,Ally Switch,Shadow Sneak,Ember,Spite,Night Shade,Helping Hand,Curse,Fling,Psych Up,Iron Head,Night Slash,Shadow Claw,Reflect,Will-O-Wisp,Shadow Ball,Astonish,Heat Wave,Fire Spin,Sunny Day,Swords Dance,Light Screen,Flare Blitz,Flamethrower,Rest,X-Scissor,Clear Smog,Leer,Take Down,Incinerate,Phantom Force,Confuse Ray,Lava Plume,Sleep Talk,Bulk Up,Dragon Claw,Brick Break,Protect,Stored Power,Taunt,Tera Blast,False Swipe,Destiny Bond,Vacuum Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tadbulb,Chilling Water,Endure,Substitute,Thunder,Muddy Water,Water Pulse,Rain Dance,Hyper Voice,Charge,Mud Shot,Parabolic Charge,Electro Ball,Thunder Shock,Zap Cannon,Electric Terrain,Spark,Wild Charge,Reflect,Thunder Wave,Sucker Punch,Light Screen,Flail,Rest,Thunderbolt,Eerie Impulse,Tackle,Electroweb,Mud-Slap,Confuse Ray,Sleep Talk,Swift,Protect,Acid Spray,Tera Blast,Charge Beam,Volt Switch,Water Gun,Soak,Discharge,Weather Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bellibolt,Slack Off,Chilling Water,Giga Impact,Hyper Beam,Endure,Substitute,Thunder,Muddy Water,Water Pulse,Rain Dance,Hyper Voice,Charge,Mud Shot,Parabolic Charge,Electro Ball,Thunder Shock,Zap Cannon,Electric Terrain,Spark,Supercell Slam,Wild Charge,Reflect,Thunder Wave,Sucker Punch,Light Screen,Flail,Rest,Thunderbolt,Eerie Impulse,Tackle,Electroweb,Toxic,Mud-Slap,Confuse Ray,Sleep Talk,Swift,Protect,Acid Spray,Tera Blast,Charge Beam,Volt Switch,Water Gun,Soak,Discharge,Weather Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wattrel,Facade,U-turn,Acrobatics,Quick Attack,Endure,Substitute,Thunder,Uproar,Peck,Fly,Spit Up,Charge,Agility,Air Slash,Electro Ball,Air Cutter,Thunder Shock,Roost,Spark,Electric Terrain,Aerial Ace,Wild Charge,Hurricane,Feather Dance,Thunder Wave,Tailwind,Endeavor,Stockpile,Rest,Thunderbolt,Swallow,Eerie Impulse,Take Down,Electroweb,Sleep Talk,Swift,Protect,Growl,Pluck,Charge Beam,Dual Wingbeat,Tera Blast,Volt Switch,Brave Bird,Discharge,Weather Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilowattrel,Facade,U-turn,Giga Impact,Hyper Beam,Acrobatics,Quick Attack,Endure,Substitute,Thunder,Uproar,Peck,Fly,Spit Up,Charge,Agility,Air Slash,Electro Ball,Air Cutter,Thunder Shock,Roost,Spark,Electric Terrain,Supercell Slam,Aerial Ace,Hurricane,Wild Charge,Feather Dance,Thunder Wave,Tailwind,Stockpile,Rest,Thunderbolt,Swallow,Eerie Impulse,Take Down,Electroweb,Sleep Talk,Swift,Protect,Growl,Pluck,Charge Beam,Dual Wingbeat,Scary Face,Volt Switch,Tera Blast,Brave Bird,Weather Ball,Discharge,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maschiff,Roar,Swagger,Thief,Facade,Payback,Hone Claws,Dark Pulse,Endure,Substitute,Rain Dance,Jaw Lock,Play Rough,Reversal,Psychic Fangs,Body Slam,Helping Hand,Fake Tears,Lash Out,Crunch,Retaliate,Double-Edge,Lick,Sunny Day,Dig,Rest,Leer,Take Down,Thunder Fang,Trailblaze,Snarl,Charm,Sleep Talk,Protect,Taunt,Tera Blast,Scary Face,Ice Fang,Fire Fang,Destiny Bond,Headbutt,Tackle,Endeavor,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mabosstiff,Roar,Swagger,Thief,Facade,Payback,Hone Claws,Giga Impact,Hyper Beam,Dark Pulse,Endure,Substitute,Rain Dance,Hyper Voice,Jaw Lock,Comeuppance,Play Rough,Spite,Reversal,Psychic Fangs,Body Slam,Helping Hand,Fake Tears,Curse,Lash Out,Crunch,Wild Charge,Retaliate,Double-Edge,Lick,Sunny Day,Dig,Rest,Outrage,Leer,Take Down,Thunder Fang,Trailblaze,Pain Split,Snarl,Charm,Sleep Talk,Protect,Taunt,Tera Blast,Scary Face,Ice Fang,Fire Fang,Destiny Bond,Headbutt,Tackle,Endeavor,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shroodle,Swagger,Thief,Facade,Venoshock,Throat Chop,U-turn,Acrobatics,Substitute,Super Fang,Scratch,Endure,Flatter,Rain Dance,Encore,Copycat,Poison Jab,Sludge Bomb,Skitter Smack,Mud Shot,Helping Hand,Fling,Metronome,Psych Up,Switcheroo,Nasty Plot,Knock Off,Foul Play,Double-Edge,Poison Fang,Sunny Day,Swords Dance,Dig,Rest,Pounce,Sludge Wave,Leer,Slash,Take Down,Trailblaze,Toxic,Mud-Slap,Cross Poison,Sleep Talk,Parting Shot,Protect,Baton Pass,Acid Spray,Taunt,Tera Blast,Gunk Shot,Fury Swipes,Endeavor,Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grafaiai,Swagger,Thief,Facade,Venoshock,Throat Chop,U-turn,Giga Impact,Acrobatics,Substitute,Super Fang,Scratch,Low Kick,Flatter,Poison Tail,Endure,Rain Dance,Encore,Copycat,Poison Jab,Sludge Bomb,Skitter Smack,Mud Shot,Helping Hand,Fling,Metronome,Psych Up,Switcheroo,Nasty Plot,Knock Off,Shadow Claw,Foul Play,Double-Edge,Poison Fang,Sunny Day,Swords Dance,Dig,Rest,Low Sweep,Pounce,X-Scissor,Sludge Wave,Leer,Slash,Take Down,Trailblaze,Toxic,Mud-Slap,Cross Poison,Sleep Talk,Parting Shot,Protect,Baton Pass,Acid Spray,Taunt,Tera Blast,Scary Face,Doodle,Gunk Shot,Fury Swipes,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bramblin,Thief,Hex,Facade,Energy Ball,Giga Drain,Power Whip,Poltergeist,Infestation,Endure,Substitute,Disable,Grassy Terrain,Mega Drain,Shadow Sneak,Rapid Spin,Curse,Night Shade,Spite,Rollout,Absorb,Solar Beam,Bullet Seed,Leaf Storm,Shadow Ball,Astonish,Seed Bomb,Rest,Strength Sap,Pounce,Block,Trailblaze,Defense Curl,Phantom Force,Pain Split,Confuse Ray,Sleep Talk,Grassy Glide,Protect,Beat Up,Tera Blast,Scary Face,Leech Seed,Spikes,Grass Knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brambleghast,Thief,Hex,Facade,Hyper Beam,Energy Ball,Giga Drain,Power Whip,Giga Impact,Poltergeist,Infestation,Endure,Substitute,Disable,Skitter Smack,Grassy Terrain,Mega Drain,Shadow Sneak,Rapid Spin,Curse,Night Shade,Spite,Rollout,Absorb,Solar Beam,Bullet Seed,Leaf Storm,Shadow Ball,Astonish,Seed Bomb,Rest,Strength Sap,Pounce,Block,Trailblaze,Defense Curl,Phantom Force,Pain Split,Confuse Ray,Sleep Talk,Grassy Glide,Protect,Beat Up,Tera Blast,Scary Face,Leech Seed,Spikes,Grass Knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toedscool,Hex,Venoshock,Energy Ball,Giga Drain,Power Whip,Dazzling Gleam,Lunge,Endure,Substitute,Screech,Acupressure,Rain Dance,Trick Room,Sludge Bomb,Magical Leaf,Mega Drain,Tickle,Rapid Spin,Grassy Terrain,Mud Shot,Stun Spore,Supersonic,Earth Power,Absorb,Toxic Spikes,Wrap,Solar Beam,Knock Off,Mirror Coat,Bullet Seed,Foul Play,Reflect,Leaf Storm,Flash Cannon,Light Screen,Seed Bomb,Rest,Trailblaze,Toxic,Mud-Slap,Pain Split,Confuse Ray,Sleep Talk,Spore,Grassy Glide,Swift,Protect,Rage Powder,Acid Spray,Taunt,Tera Blast,Scary Face,Growth,Leech Seed,Spikes,Poison Powder,Tackle,Grass Knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toedscruel,Hex,Venoshock,Hyper Beam,Energy Ball,Giga Drain,Power Whip,Dazzling Gleam,Giga Impact,Lunge,Endure,Substitute,Screech,Acupressure,Rain Dance,Trick Room,Sludge Bomb,Skitter Smack,Magical Leaf,Mega Drain,Tickle,Rapid Spin,Grassy Terrain,Mud Shot,Stun Spore,Supersonic,Earth Power,Absorb,Toxic Spikes,Wrap,Solar Beam,Knock Off,Reflect Type,Mirror Coat,Bullet Seed,Foul Play,Reflect,Leaf Storm,Flash Cannon,Light Screen,Seed Bomb,Rest,Trailblaze,Toxic,Mud-Slap,Pain Split,Confuse Ray,Sleep Talk,Spore,Grassy Glide,Swift,Protect,Rage Powder,Acid Spray,Taunt,Tera Blast,Scary Face,Growth,Leech Seed,Spikes,Poison Powder,Tackle,Grass Knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klawf,Thief,Facade,Throat Chop,Hyper Beam,Giga Impact,Endure,Substitute,High Horsepower,Ancient Power,Rain Dance,Stealth Rock,Guillotine,Smack Down,Iron Defense,Rock Throw,Skitter Smack,Vise Grip,Mud Shot,Rock Slide,Body Slam,Helping Hand,Reversal,Earth Power,Fling,Rock Tomb,Knock Off,Shadow Claw,Stomping Tantrum,Rock Smash,Flail,Swords Dance,Sunny Day,Stone Edge,Dig,Rest,X-Scissor,Crabhammer,Trailblaze,Take Down,Temper Flare,Meteor Beam,Mud-Slap,Power Gem,Sleep Talk,Harden,Metal Claw,Brick Break,Protect,Tera Blast,Scary Face,Rock Blast,Bulldoze,Sandstorm,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capsakid,Thief,Facade,Bite,Energy Ball,Giga Drain,Endure,Substitute,Super Fang,Magical Leaf,Grassy Terrain,Helping Hand,Rollout,Ingrain,Crunch,Solar Beam,Bullet Seed,Leaf Storm,Stomping Tantrum,Endeavor,Sunny Day,Seed Bomb,Rest,Leer,Take Down,Trailblaze,Leafage,Sleep Talk,Grassy Glide,Protect,Rage Powder,Tera Blast,Razor Leaf,Worry Seed,Growth,Leech Seed,Sandstorm,Headbutt,Grass Knot,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scovillain,Thief,Facade,Bite,Energy Ball,Giga Drain,Giga Impact,Overheat,Hyper Beam,Endure,Substitute,Fire Blast,Super Fang,Magical Leaf,Grassy Terrain,Helping Hand,Rollout,Ingrain,Lash Out,Crunch,Solar Beam,Bullet Seed,Leaf Storm,Stomping Tantrum,Will-O-Wisp,Burning Jealousy,Endeavor,Sunny Day,Flamethrower,Seed Bomb,Rest,Spicy Extract,Leer,Take Down,Trailblaze,Temper Flare,Leafage,Sleep Talk,Grassy Glide,Protect,Rage Powder,Tera Blast,Razor Leaf,Worry Seed,Scary Face,Growth,Fire Fang,Leech Seed,Sandstorm,Headbutt,Grass Knot,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rellor,Thief,Facade,Recover,Lunge,Endure,Substitute,Iron Defense,Sludge Bomb,Skitter Smack,Mud Shot,Rollout,Fling,Sand Attack,Bug Buzz,Memento,Rock Tomb,Cosmic Power,Bug Bite,Dig,Rest,X-Scissor,Pounce,Take Down,Mud-Slap,Defense Curl,Sleep Talk,Protect,Tera Blast,Struggle Bug,Gunk Shot,Leech Life,Tackle,Weather Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabsca,Thief,Facade,Recover,Hyper Beam,Energy Ball,Psychic,Dazzling Gleam,Guard Swap,Safeguard,Calm Mind,Lunge,Endure,Substitute,Psychic Terrain,Poltergeist,Imprison,Rain Dance,Trick Room,Iron Defense,Sludge Bomb,Expanding Force,Skitter Smack,Mud Shot,Rollout,Electro Ball,Earth Power,Fling,Psych Up,Sand Attack,Bug Buzz,Gravity,Psychic Noise,Memento,Rock Tomb,Cosmic Power,Skill Swap,Future Sight,Reflect,Power Swap,Shadow Ball,Psyshock,Giga Impact,Confusion,Bug Bite,Light Screen,Sunny Day,Trick,Speed Swap,Dig,Rest,X-Scissor,Pounce,Take Down,Defense Curl,Mud-Slap,Confuse Ray,Power Gem,Sleep Talk,Protect,Extrasensory,Stored Power,Tera Blast,Struggle Bug,Gunk Shot,Sandstorm,Leech Life,Revival Blessing,Tackle,Psybeam,Weather Ball,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flittle,Thief,Facade,U-turn,Psychic,Quick Attack,Calm Mind,Endure,Substitute,Psychic Terrain,Uproar,Rain Dance,Peck,Trick Room,Ally Switch,Agility,Helping Hand,Baby-Doll Eyes,Roost,Disarming Voice,Skill Swap,Foul Play,Reflect,Hypnosis,Psyshock,Confusion,Trick,Light Screen,Sunny Day,Seed Bomb,Rest,Pounce,Take Down,Mud-Slap,Confuse Ray,Sleep Talk,Swift,Protect,Growl,Baton Pass,Stored Power,Pluck,Tera Blast,Sandstorm,Psybeam,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Espathra,Thief,Facade,Hex,U-turn,Energy Ball,Dazzling Gleam,Psychic,Giga Impact,Hyper Beam,Quick Attack,Calm Mind,Low Kick,Endure,Substitute,Psychic Terrain,Uproar,Rain Dance,Hyper Voice,Peck,Drill Peck,Trick Room,Expanding Force,Ally Switch,Agility,Night Shade,Body Slam,Helping Hand,Baby-Doll Eyes,Psych Up,Roost,Disarming Voice,Aerial Ace,Skill Swap,Foul Play,Reflect,Feather Dance,Hypnosis,Flash Cannon,Shadow Ball,Lumina Crash,Psyshock,Double-Edge,Confusion,Trick,Light Screen,Sunny Day,Seed Bomb,Rest,Last Resort,Pounce,Take Down,Mud-Slap,Confuse Ray,Sleep Talk,Swift,Protect,Growl,Baton Pass,Stored Power,Pluck,Tera Blast,Sandstorm,Brave Bird,Psybeam,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinkatink,Ice Hammer,Thief,Facade,Endure,Substitute,Flatter,Stealth Rock,Skitter Smack,Play Rough,Rock Slide,Helping Hand,Fake Tears,Baby-Doll Eyes,Slam,Fake Out,Fling,Metronome,Rock Tomb,Feint,Steel Beam,Skill Swap,Knock Off,Foul Play,Reflect,Flash Cannon,Thunder Wave,Astonish,Rock Smash,Light Screen,Swords Dance,Stone Edge,Rest,Covet,Quash,Pounce,Draining Kiss,Metal Sound,Brutal Swing,Sleep Talk,Metal Claw,Protect,Tera Blast,Fairy Wind,Sweet Kiss,Encore,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinkatuff,Ice Hammer,Thief,Facade,Endure,Substitute,Flatter,Stealth Rock,Skitter Smack,Play Rough,Rock Slide,Helping Hand,Fake Tears,Baby-Doll Eyes,Slam,Fake Out,Fling,Metronome,Rock Tomb,Feint,Steel Beam,Skill Swap,Knock Off,Foul Play,Reflect,Flash Cannon,Thunder Wave,Astonish,Rock Smash,Light Screen,Swords Dance,Stone Edge,Rest,Covet,Quash,Pounce,Draining Kiss,Metal Sound,Brutal Swing,Sleep Talk,Metal Claw,Brick Break,Protect,Tera Blast,Fairy Wind,Sweet Kiss,Encore,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinkaton,Ice Hammer,Thief,Facade,Endure,Substitute,Heavy Slam,Flatter,Stealth Rock,Smack Down,Skitter Smack,Play Rough,Rock Slide,Helping Hand,Fake Tears,Baby-Doll Eyes,Slam,Fake Out,Fling,Metronome,Rock Tomb,Feint,Steel Beam,Skill Swap,Knock Off,Foul Play,Reflect,Flash Cannon,Thunder Wave,Astonish,Rock Smash,Light Screen,Swords Dance,Stone Edge,Rest,Covet,Quash,Pounce,Draining Kiss,Metal Sound,Brutal Swing,Sleep Talk,Metal Claw,Brick Break,Protect,Gigaton Hammer,Tera Blast,Bulldoze,Fairy Wind,Sweet Kiss,Hard Press,Encore,Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wiglett,Facade,Throat Chop,Chilling Water,Endure,Substitute,Water Pulse,Rain Dance,Muddy Water,Whirlpool,Agility,Mud Shot,Helping Hand,Slam,Earth Power,Sand Attack,Aqua Jet,Memento,Wrap,Foul Play,Surf,Liquidation,Stomping Tantrum,Sucker Punch,Dig,Rest,Blizzard,Take Down,Final Gambit,Mud-Slap,Hydro Pump,Sleep Talk,Swift,Protect,Tera Blast,Bulldoze,Water Gun,Sandstorm,Ice Beam,Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
